cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial
60002789,0001,41,1,FOTO 5 MINUTOS,08,19780502,01,,,19700512,8888888,,RUA,SILVA JARDIM,2952,,CENTRO,15010060,SP,7097,,,,,,,,,
60002797,0001,98,1,,08,20081231,71,,,19930419,9430800,"9493600,9499500",RUA,SEBASTIAO R ROCHA,SN,,N H ANTONIO FACCIOL,17280000,SP,6835,,,,,,,,,
60002805,0001,04,1,TRANSPORTADORA PRETTE,08,19791204,01,,,19700604,8888888,,RUA,SILVA JARDIM,4168,,SANTA CRUZ,15025065,SP,7097,,,,,,,,,
60002813,0001,42,1,,02,20051103,00,,,19930422,4222701,"4120400,4213800,4321500,4744005,7112000",AVENIDA,TENENTE PELICIOTTI,549,,CENTRO,17250000,SP,6203,,,,,,,,,
60002821,0001,99,1,D'COR CONTABILIDADE,02,20001209,00,,,19930505,6920601,6920602,RUA,15 DE NOVEMBRO,211,SALA  A,CENTRO,17300000,SP,6383,14,36550677,14,36550131,14,36521677,dcorcont@conectcor.com.br,,
60002839,0001,90,1,,08,20150209,73,,,19930513,6821802,"6822600,8111700",RUA,DOIS,19,,VALE VERDE,17320000,SP,6697,,,,,,,,,
60002847,0001,37,1,,04,20181226,63,,,19930514,8888888,,AVENIDA,COMERCIAL,249,,PARQUE R SANGALETTI,17300000,SP,6383,,,,,,,,,
60002854,0001,39,1,,08,20150209,73,,,19930517,6810202,,AVENIDA,XV DE NOVEMBRO,625,,CENTRO,17250000,SP,6203,,,,,,,,,
60002862,0001,85,1,,08,20081231,71,,,19930518,9430800,"9493600,9499500",RUA,JOAQUIM CARDIA,225,,CENTRO,17350000,SP,6501,,,,,,,,,
60002888,0001,23,1,,02,19980728,00,,,19930520,9430800,"9493600,9499500",FAZENDA,SANTANA - COSAN,S/N,"KM    11,09",RODOVIA SPV 041,17340000,SP,6205,14,36410442,,,,,escmanoel@hotmail.com,,
60002896,0001,70,1,DIRCE GONCALVES FEIRANTE,04,20181219,63,,,19730802,4781400,,RUA,AURIFLAMA,3287,,ELDORADO,15043330,SP,7097,,,,,,,,,
60002904,0002,69,2,,04,20181219,63,,,19871110,4789007,,RUA,PROJETADA 3,110,,JD ITAPEMA,15025000,SP,7097,,,,,,,,,
60002904,0004,20,2,,04,20181219,63,,,19880804,4789007,,RUA,PERNAMBUCO,292,,VILA MARIN,15501095,SP,7245,,,,,,,,,
60002904,0001,88,1,,04,20181219,63,,,19700511,4789007,,RUA,ANTONIO FRANCISCO COUTINHO,585,,DOM LAFAYETE LIBANEO,15046080,SP,7097,,,,,,,,,
60002904,0003,40,2,,04,20181219,63,,,19880209,4789007,,RUA,SERGIPE,913,,CENTRO,15600001,SP,6411,,,,,,,,,
60002912,0001,24,1,LABORATORIO PRO ARTE,08,19780502,01,,,19700514,8888888,,RUA,BERNARDINO DE CAMPOS,2976,8 ANDAR SALA 801,CENTRO,15015300,SP,7097,,,,,,,,,
60002920,0001,70,1,,08,19780502,01,,,19701116,8888888,,RUA,PEDRO AMARAL,1383,,PARQUE INDUSTRIAL,15025043,SP,7097,,,,,,,,,
60002938,0001,72,1,,08,19780801,02,,,19701030,8888888,,RUA,JOSINA T CARVALHO,95,,IPIRANGA,15042102,SP,7097,,,,,,,,,
60002946,0001,19,1,SOLIJA,08,19990210,01,,,19930520,8690901,,RUA,CLAUDIO PRADO,734,,CENTRO,17212240,SP,6607,,,,,,,,,
60002961,0001,67,1,,08,20171229,01,,,19930526,9430800,"9493600,9499500",RUA,TEODORO RICARDO,242,,CENTRO,17240000,SP,6235,,,,,,,,,
60002979,0001,69,1,,02,20031108,00,,,19930602,6622300,,AVENIDA,15 DE NOVEMBRO,1246,      A,CENTRO,17250000,SP,6203,14,36621598,,,14,36621598,esclaret@acib.com.br,,
60002987,0001,05,1,DM SERVICOS RURAIS,04,20181226,63,,,19930603,8130300,,RUA,DR JOSE AUGUSTO,682,,JARDIM VILA MARIA,17208340,SP,6607,,,,,,,,,
60002995,0001,51,1,,08,19861218,01,,,19700525,8888888,,RUA,PROFESSOR OSCAR PIRES,1889,,BOA VISTA,15030530,SP,7097,,,,,,,,,
60003001,0001,11,1,MUSIC SOM,08,20081231,71,,,19710315,8888888,,RUA,TIRADENTES,2909,1 ANDAR SALA 7,CENTRO,15010030,SP,7097,,,,,,,,,
60003019,0001,13,1,PADARIA E CONFEITARIA ALVORADA,08,20210420,01,,,19700520,1091102,,RUA,AIMORES,330,A FUNDOS,VL ANCHIETA,15050090,SP,7097,17,32336161,17,32336030,17,32336161,escritoriomeca@westnet.com.br,,
60003027,0001,60,1,OFICINA BRASILIA,08,20081231,71,,,19700605,9529102,,RUA,PEDRO AMARAL,3230,,CENTRO,15010040,SP,7097,,,,,,,,,
60003035,0001,06,1,,02,20070118,00,,,19930611,9312300,,RODOVIA,RODOVIA JAU-BROTAS,SN,KM 150,BOSQUE DO JACARE,17380000,SP,6259,,,,,,,,,
60003043,0001,52,1,EURIDENI,08,19980831,01,,,19930621,8690901,,RUA,SUB DELEGADO FERRINHO,535,,CENTRO,17320000,SP,6697,,,,,,,,,
60003050,0001,54,1,,02,20051103,00,,,19700526,9491000,,RUA,CONSELHEIRO LAFAYETTE,381,,ERCILIA,15013030,SP,7097,,,,,,,,,
60003068,0001,56,1,,08,19840111,01,,,19701019,8888888,,RUA,SAO CARLOS,109,,BOM JESUS,15014480,SP,7097,,,,,,,,,
60003076,0001,00,1,,08,20081231,71,,,19710202,4711301,,RUA,RUBIAO JUNIOR,1554,,PRQ INDUSTRIAL,15025080,SP,7097,,,,,,,,,
60003084,0001,49,1,,02,20051103,00,,,19930628,0161099,"0161001,0161003",RUA,ULISSES CORREIA,257,,CENTRO,17240000,SP,6235,,,,,,,,,
60003092,0001,95,1,,04,20181226,63,,,19930706,9430800,"9493600,9499500",AVENIDA,LOURENCO P DE CAMPOS,600,,JARDIM PEDRO OMETO,17204220,SP,6607,,,,,,,,,
60003118,0001,03,1,,08,20050826,01,,,19930630,0161099,"0161001,0161003",RUA,PRUDENTE DE MORAIS,60,,CIDADE,17230000,SP,6559,,,,,,,,,
60003134,0001,98,1,,04,20181218,63,,,19930716,4619200,,RUA,RIO BRANCO,476,,CENTRO,17280000,SP,6835,,,,,,,,,
60003142,0001,34,1,COMPANHIA TEATRAL PRO-TEXTO DE JAU,08,20081231,71,,,19930701,8690901,,RUA,JOSE MASSUCATO,270,,CENTRO,17204220,SP,6607,,,,,,,,,
60003175,0001,84,1,DANEL,08,19831116,01,,,19700710,8888888,,AVENIDA,DOS ESTUDANTES,2700,,PARQUE INDUSTRIAL,15025310,SP,7097,,,,,,,,,
60003183,0001,20,1,MF ASSESSORIA,02,20010609,00,,,19930719,6920601,,AVENIDA,CLAUDIONOR BARBIERI,662,SALA 02,CENTRO,17250000,SP,6203,14,36621414,,,,,CONTATO@MFASSESSORIA.COM.BR,,
60003191,0001,77,1,,08,20081231,71,,,19930722,9430800,"9493600,9499500",AVENIDA,FLORIANO PEIXOTO,1080,,CENTRO,17250000,SP,6203,,,,,,,,,
60003209,0001,30,1,,02,20051103,00,,,19700605,6010100,,AVENIDA,CONSTITUICAO,1336,,BOA VISTA,15025120,SP,7097,17,21368686,17,21368686,,,,,
60003217,0001,87,1,MARMORARIA RIO PRETO,02,20080925,00,,,19720216,8888888,,AVENIDA,MEXICO,505,,JARDIM AMERICA,15055340,SP,7097,,,,,,,,,
60003225,0001,23,1,ASSOCIACAO DAS CHACARAS DAS MANSOES,08,20150209,73,,,19920706,9430800,"9493600,9499500",RUA,ANGELO CAPRA,121,,CHACARAS DAS MANSOE,17380000,SP,6259,,,,,,,,,
60003258,0001,73,1,,02,20220208,00,,,19920707,9420100,,RUA,ALVARO LACERDA,620,,JARDIM PAULISTA,17360000,SP,7195,14,36563094,,,,,strtorrinha@hotmail.com,,
60003266,0001,10,1,EDICOES TABLAS,08,20081231,71,,,19920703,7490101,,AVENIDA,GUARANI,40,,VILA SANTO ANTONIO,17300000,SP,6383,,,,,,,,,
60003274,0001,66,1,AUTO ELETRICA EDGARD,08,20081231,71,,,19711028,4530701,,AVENIDA,VERA CRUZ,1047,,PARQUE ESTORIL,15085010,SP,7097,,,,,,,,,
60003282,0001,02,1,,08,19930920,01,,,19920716,7723300,,RUA,ARMANDO SALLES,223,,CENTRO,17201360,SP,6607,,,,,,,,,
60003290,0001,59,1,,08,19961220,01,,,19920716,8888888,,RUA,SEBASTIAO RIBEIRO,879,,HIGIENOPOLIS,17201180,SP,6607,,,,,,,,,
60003308,0001,12,1,,08,19780502,01,,,19700609,8888888,,RUA,OSVALDO ARANHA,1387,,PARQUE INDUSTRIAL,15025620,SP,7097,,,,,,,,,
60003324,0001,05,1,MERCEARIA N S DAS GRACAS,08,19780428,02,,,19700716,8888888,,RUA,CANDIDO CARNEIRO,682,,SANTA CRUZ,15014200,SP,7097,,,,,,,,,
60003332,0001,51,1,CENTRO DE ESTIMULACAO INFANTIL PI-UI,08,20171218,01,,,19920716,8511200,,AVENIDA,MARIANO LOPES,68,,CENTRO,17300000,SP,6383,,,,,,,,,
60003340,0001,06,1,APCJAU,02,20150528,00,,,19920722,9430800,"9493600,9499500",RUA,RIACHUELO,975,,CENTRO,17201340,SP,6607,14,36214349,14,81341960,14,36214349,JOROMARAN@GMAIL.COM,,
60003357,0001,55,1,ASSOCIACAO DOS MORADORES DO BAIRRO DE VILA RIBEIRO,08,20150209,73,,,19920727,9430800,"9493600,9499500",RUA,CAETANO GRIZZO,190,,VILA RIBEIRO,17213846,SP,6607,,,,,,,,,
60003365,0001,00,1,CASA DOS CAMINHEIROS DO BEM,04,20181218,63,,,19920731,8800600,,RUA,DUQUE DE CAXIAS,0 69,,CENTRO,17280000,SP,6835,,,,,,,,,
60003373,0001,48,1,ALBERGUE NOTURNO CASA DO CAMINHO,02,19980728,00,,,19920731,8711502,,RUA,CAMPOS SALLES,1740,,CENTRO,17201020,SP,6607,,,,,,,,,
60003381,0001,94,1,TRANSPORTADORA MENDONCA,08,19840117,01,,,19780109,8888888,,AVENIDA,MURCHID HONSI,1905,,JD SANTA MARIA,15042102,SP,7097,,,,,,,,,
60003399,0001,96,1,,08,20081231,71,,,19920731,8690901,,AVENIDA,SETIMIO I TIDEI,1491,,GUARAPUA,17300000,SP,6383,,,,,,,,,
60003407,0001,02,1,ECDC,04,20181226,63,,,19920731,9319199,,RUA,JOAO DE OLIVEIRA SIMOES,137,,CENTRO,17300000,SP,6383,,,,,,,,,
60003423,0001,97,1,VIEIRA AUTO MECANICA,08,19820531,01,,,19700615,8888888,,RUA,JOSE DO CARMO LISBOA,177,,VILA IMPERIAL,15015660,SP,7097,,,,,,,,,
60003431,0001,33,1,,08,19930310,01,,,19920807,8130300,,RUA,JOAO RIZZO,301,,CENTRO,17270000,SP,6245,,,,,,,,,
60003449,0001,35,1,,08,20200311,01,,,19920807,4613300,4615000,RUA,FERRUCIO BOLLA,425,,JARDIM VISTA ALEGRE,17340000,SP,6205,14,36421366,14,36421366,14,36421366,belinef@netsite.com.br,,
60003456,0001,37,1,CONSTRUTORA MARAJOARA S/C LTDA,04,20181218,63,,,19920810,8888888,,RUA,JOSE A DE A BOTELHO,0 2167,,JD MARAJOARA,17280000,SP,6835,,,,,,,,,
60003464,0001,83,1,PRESTADORA DE SERVICOS OLIVEIRA,08,20081231,71,,,19920810,8888888,,RUA,JOAO MOYA,67,,JD MARIA LUIZA IV,17213170,SP,6607,,,,,,,,,
60003472,0001,20,1,CRAUNE,08,20081231,71,,,19920821,9491000,,RUA,SANTOS DUMONT,0 35,,CENTRO,17280000,SP,6835,,,,,,,,,
60003480,0001,76,1,DISTRIBUIDORA SIMEI,08,20081231,71,,,19700611,4774100,,RUA,BERNARDINO DE CAMPOS,2297,,VILA MACENO,15060010,SP,7097,,,,,,,,,
60003498,0001,78,1,,08,19981207,01,,,19920831,6920601,,RUA,GALDENCIO GUACELLI,22,,CENTRO,17210130,SP,6607,,,,,,,,,
60003506,0004,29,2,MERCANTIL MISSISSIPI,08,20081231,71,,,19770112,4693100,4691500,AVENIDA,SEN QUEIROS,667,2 ANDAR SALA 21,CENTRO,01026001,SP,7107,,,,,,,,,
60003506,0007,71,2,,08,20081231,71,,,19940111,4637101,,RUA,FERNANDES SILVA,72,,BRAS,03005000,SP,7107,,,,,,,,,
60003506,0003,48,2,,08,20081231,71,,,19870904,4729601,,RUA,PROF EURIPEDES S PAULA,412,416,BRAS,08210040,SP,7107,,,,,,,,,
60003506,0001,86,1,MERCANTIL MISSISSIPI,08,20081231,71,,,19720420,4637101,,RUA,PROF EURIPEDES S.DE PAULA,412,,BRAS,03006010,SP,7107,011,2295333,,,,,,,
60003506,0006,90,2,,08,20081231,71,,,19930111,4637101,,RUA,PROF EURIPIDES.S DE PAU,513,,BRAS,08210040,SP,7107,,,,,,,,,
60003506,0008,52,2,,08,20081231,71,,,19941209,4637101,,RUA,POLIGNANO A MARE,211,,BRAS,03005040,SP,7107,,,,,,,,,
60003506,0009,33,2,,08,20081231,71,,,19950220,4637101,,RUA,DA ALFANDEGA,487,,BRAS,03006030,SP,7107,,,,,,,,,
60003506,0005,00,2,,08,20081231,71,,,19911210,4637101,,RUA,DO LUCAS,180,,BRAS,03005000,SP,7107,,,,,,,,,
60003506,0002,67,2,MAQUINA DE BENEFICIO MISSISSIPI,08,20081231,71,,,19720127,4637101,,RUA,FRANCISCO CARUSO,296,,CENTRO,15270000,SP,6663,,,,,,,,,
60003514,0001,22,1,,08,19930923,01,,,19920831,8888888,,RUA,HUMAITA,1862 1,,VILA SAMPAIO,17205120,SP,6607,,,,,,,,,
60003530,0001,15,1,,04,20190320,63,,,19920914,4693100,4691500,RUA,TICIANO DE LOURENCO,23,,JD MARIA CIBELE,17208410,SP,6607,,,,,,,,,
60003548,0001,17,1,,02,19980728,00,,,19700615,8800600,,RUA,PRUDENTE DE MORAES,3308,,CENTRO,15010020,SP,7097,17,32146830,,,,,ARPROM2023@GMAIL.COM,,
60003555,0011,90,2,,08,19950831,01,,,19700617,9491000,,AVENIDA,DA SAUDADE,341,,CENTRO,15110000,SP,6451,,,,,,,,,
60003555,0006,23,2,,02,20041016,00,,,19700610,9491000,,RUA,OTAVIO ZANETONI,268,,JARDIM SCHMITT,15062537,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0002,08,2,,02,20041016,00,,,19700525,9491000,,RUA,BENJAMIN CONSTANT,4074,,IMPERIAL,15015600,SP,7097,,,,,,,,,
60003555,0007,04,2,,02,20041016,00,,,19700527,9491000,,RUA,OLINDO ROMA,455,,VILA TONINHO,15077240,SP,7097,17,32312377,17,81248186,17,32312377,riocont@superig.com.br,,
60003555,0005,42,2,,02,20041016,00,,,19700527,9491000,,RUA,DO COMERCIO,235,,IPIGUA,15042102,SP,7097,,,,,,,,,
60003555,0010,00,2,,02,20041016,00,,,19810722,9491000,,RUA,CEL ORLANDO P. BARRETO,474,,JD ESTRLA,15070300,SP,7097,,,,,,,,,
60003555,0023,24,2,,02,20041016,00,,,19950918,9491000,,RUA,DARIO DE JESUS,605,,JD BRAGA,15042102,SP,7097,,,,,,,,,
60003555,0014,33,2,,02,20041016,00,,,19900319,9491000,,RUA,BENEDITO SUFRADINI,300,,MAQUININHA,15042102,SP,7097,,,,,,,,,
60003555,0012,71,2,,02,20041016,00,,,19810722,9491000,,RUA,SAO SEBASTIAO,126,,GONZAGA CAMPOS,15035100,SP,7097,,,,,,,,,
60003555,0026,77,2,,02,20041016,00,,,19970508,9491000,,RUA,BATALHA DOS GUARARAPES,50,,FLORESTA PARK,15044640,SP,7097,17,32312377,17,81248186,17,32312377,riocont@superig.com.br,,
60003555,0009,76,2,,08,19950831,01,,,19700617,9491000,,RUA,CARLOS GOMES,44,,CENTRO,15115000,SP,6191,,,,,,,,,
60003555,0019,48,2,,02,20041016,00,,,19900319,9491000,,RUA,DINORAT B. SOUZA,570,,JD PLANALTO,15046622,SP,7097,,,,,,,,,
60003555,0018,67,2,,02,20041016,00,,,19900319,9491000,,RUA,DELEGADO P. DE TOLEDO,1474,,PQ. INDUSTRIAL,15042102,SP,7097,,,,,,,,,
60003555,0013,52,2,,02,20041016,00,,,19810722,9491000,,RUA,PROPERCIO FERRAREZZI,800,,JD SAO FRANCISCO,15042102,SP,7097,,,,,,,,,
60003555,0004,61,2,,02,20041016,00,,,19700526,9491000,,RUA,BURITAMA,3928,,ELDORADO,15040220,SP,7097,,,,,,,,,
60003555,0015,14,2,,02,20041016,00,,,19900319,9491000,,RUA,LIBERDADE,600,,CENTRO (TALHADO),15102004,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0017,86,2,,02,20041016,00,,,19900319,9491000,,RUA,JOSE SIGNORINI,33,,PRQ JAGUARE,15051050,SP,7097,,,,,,,,,
60003555,0021,62,2,,02,20041016,00,,,19950918,9491000,,AVENIDA,CELSO ZANELLA,355,,CONJUNTO HABITACIONAL CRISTO REI,15076710,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0003,80,2,,02,20041016,00,,,19700610,9491000,,RUA,CAPITAO JOSE MARIA,1508,,JARDIM URANO,15084150,SP,7097,,,,,,,,,
60003555,0025,96,2,,02,20041016,00,,,19960517,9491000,,CHACARA,CHACARA BOM JESUS,S/N,,EST. SANTA ANA,15042102,SP,7097,,,,,,,,,
60003555,0022,43,2,,02,20041016,00,,,19950918,9491000,,AVENIDA,AMAZONAS,1478,,EST N S APARECIDA,15043380,SP,7097,,,,,,,,,
60003555,0016,03,2,,08,19950831,01,,,19900319,9491000,,RUA,PROJETADA,187,,JD VALE DO SOL,15045170,SP,7097,,,,,,,,,
60003555,0024,05,2,,02,20041016,00,,,19960517,9491000,,RUA,ROGERIO COZZI,921,,JARDIM ANIELLI,15041240,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0037,20,2,,02,20171005,00,,,20171005,9491000,,ESTRADA,F,372,,ESTANCIA SANTA CLARA (ZONA RURAL),15051669,SP,7097,17,32236329,,,,,CCCBADMRP@YAHOO.COM.BR,,
60003555,0027,58,2,,02,20041016,00,,,19970508,9491000,,RUA,ATILIO LOBANCO,140,,JARDIM SANTO ANTONIO,15047144,SP,7097,17,32236329,,,017,2312377,CCBADMRP@YAHOO.COM.BR,,
60003555,0008,95,2,,08,19950831,01,,,19700617,9491000,,RUA,RIO PRETO,27,,CENTRO,15210000,SP,6757,,,,,,,,,
60003555,0039,91,2,,02,20220726,00,,,20220726,9491000,,RUA,PROFESSOR BAZILIO JOSE MOREIRA,232,,LOTEAMENTO PARQUE MARIA SERANTES,15054681,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0020,81,2,,02,20041016,00,,,19950918,9491000,,RUA,ANTONINO R MARMO,4332,,SOLO SAGRADO,15042102,SP,7097,,,,,,,,,
60003555,0001,19,1,,02,20051103,00,,,19700525,9491000,,RUA,MJR JOAQUIM B CARVALHO,780,,ANCHIETA,15050170,SP,7097,,,,,,,,,
60003555,0040,25,2,,02,20221229,00,,,20221229,9491000,,AVENIDA,CLEBER MIGUEL MELARA,786,,DA FRATERNIDADE - PQ. RES.,15082112,SP,7097,17,33010987,,,,,LEGALIZACAO@CONTABILIDADEJOTA.COM.BR,,
60003555,0032,15,2,,02,20151124,00,,,20151124,9491000,,RUA,JONAS RODRIGUES,322,,PARQUE DA CIDADANIA,15047207,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0031,34,2,,02,20151124,00,,,20151124,9491000,,RUA,PAULO FERNANDES LUCANIA,1438,,LOTEAMENTO RESIDENCIAL LUZ DA ESPERANCA,15056804,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0033,04,2,,02,20151124,00,,,20151124,9491000,,AVENIDA,FAIEZ NAMETALAH TARRAF,1625,,JARDIM SAO MARCO,15081140,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0034,87,2,,02,20160808,00,,,20160808,9491000,,RUA,MARLY ROSANGELA RAMOS CAJUELA,1531,      ANTIGA RUA F,ESTANCIA ALVORADA (ZONA RURAL),15044858,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0029,10,2,CONGREGACAO CRISTA NO BRASIL,02,20150928,00,,,20150928,9491000,,RUA,JEQUITIBA,S/N,      RUA IPE CHACARA 51,ESTANCIA SAO PEDRO II (ZONA RURAL),15048087,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0028,39,2,CCB - CASA DE SOLIDARIEDADE/HOSPEDARIA,02,20140912,00,,,20140912,8730102,,AVENIDA,POTIRENDABA,1487,,JARDIM SANTA LUZIA,15080000,SP,7097,17,33010987,,,,,JOAOELIASCONTADOR@TERRA.COM.BR,,
60003555,0030,53,2,,08,20220726,01,,,20151124,9491000,,RUA,EUCLIDES MARTINS,581,,RESIDENCIAL CAETANO,15046842,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0036,49,2,,02,20170515,00,,,20170515,9491000,,RUA,FERNANDO TOZATO,361,,RESIDENCIAL CAETANO,15046849,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0035,68,2,SALAO DE COSTURA,02,20160711,00,,,20160711,1412601,,AVENIDA,SAO JOSE DO RIO PRETO,3915,      TERREO,ELDORADO,15043030,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003555,0038,00,2,,02,20171212,00,,,20171212,9491000,,RUA,JOSE ANTONIO PAIXAO,200,      RUA LOUIS FRANCESCON,RESIDENCIAL NATO VETORASSO,15042123,SP,7097,17,32236329,,,,,CCBADMRP@YAHOO.COM.BR,,
60003563,0001,65,1,PAVANI REPRESENTACOES,08,19951231,01,,,19920915,8888888,,RUA,ITALO PECCIOLI,160,,JD FERREIRA DIAS,17209690,SP,6607,,,,,,,,,
60003571,0001,01,1,,02,20190124,00,,,19920915,9491000,,RUA,MANOEL CASEIRO,176,,JD CAMPOS PRADO,17208370,SP,6607,,,,,,,,,
60003589,0001,03,1,ELETRO TECNICA SAO JOSE,02,20051103,00,,,19810928,3313901,4742300,AVENIDA,NOSSA SENHORA DA PAZ,2018,,JARDIM AMERICA,15055500,SP,7097,,,,,,,,,
60003597,0001,50,1,INFORMIZA,08,19971231,01,,,19920923,6203100,6202300,RUA,RIACHUELO,1531,,VILA SAMPAIO,17205100,SP,6607,,,,,,,,,
60003605,0001,68,1,APM DA E.M. PEDRO DE OLIVEIRA BRANDAO,02,20190213,00,,,19920923,9499500,,RUA,SUB DELEGADO FERRINHO,1085,,COHAB,17320000,SP,6697,14,36463475,,,14,36463475,actual@conectcor.com.br,,
60003621,0001,50,1,ESPORTE CLUBE 25,04,20210310,63,,,19920930,9312300,,LOTEAMENTO,CAMPOS ELISEOS,SN,LOTE 2 QUADRA F,CAMPOS ELISEOS II,17300000,SP,6383,,,,,,,,,
60003639,0001,52,1,,04,20190320,63,,,19700612,9312300,,AVENIDA,AEROPORTO,S N,,AEROPORTO,15035000,SP,7097,,,,,,,,,
60003647,0001,07,1,,02,20051103,00,,,19921015,6920601,,RUA,CORONEL COIMBRA,272,LESTE,CENTRO,17280000,SP,6835,,,,,,,,,
60003654,0001,09,1,,08,20081231,71,,,19921022,9420100,,RUA,D. PEDRO I,SN,,VILA NETINHO PRADO,17208080,SP,6607,,,,,,,,,
60003688,0001,95,1,,08,19850930,01,,,19700928,8888888,,RUA,D PEDRO I,1883,,PARQUE INDUSTRIAL,15042102,SP,7097,,,,,,,,,
60003696,0001,31,1,,08,19780529,05,,,19700722,8888888,,RUA,PEDRO AMARAL,3254,,CENTRO,15010010,SP,7097,,,,,,,,,
60003704,0001,40,1,,02,20051103,00,,,19921104,6810202,"6810201,4110700,6810203,6463800,6462000",RUA,DOS TRES IRMAOS,62,"SALA  1301-B,  EDIFICIO         WEST TOWER",VILA PROGREDIOR,05615190,SP,7107,11,37262289,,,,,,,
60003712,0001,96,1,CONSTRUTORA CASSIO COSTA,08,20081231,71,,,19921026,4120400,4299501,RUA,ANTONIA PIRES DE CAMPOS,131,,VILA MARIA,17208280,SP,6607,,,,,,,,,
60003720,0001,32,1,,08,20081231,71,,,19921105,9430800,"9493600,9499500",RUA,ALBERTO MASIERO,393,,JARDIM MARIA LUIZA,17213250,SP,6607,,,,,,,,,
60003738,0003,04,2,TRANSPORTADORA DE GADO RIOPRETAO,02,20051103,00,,,19930419,4930201,,AVENIDA,BAGUACU,1751,,PRQ INDUSTRIAL III,16015290,SP,6155,,,,,,,,,
60003738,0001,34,1,TRANSPORTADORA DE GADO RIOPRETAO,02,20051103,00,,,19790709,4930202,,AVENIDA,MAJOR LEO LERRO,811,A,JD ROSEIRAL,15070240,SP,7097,17,32385333,,,,,RIOPRETAO.RP@TERRA.COM.BR,,
60003738,0002,15,2,TRANSPORTADORA DE GADO RIOPRETAO,02,20051103,00,,,19930419,4930201,,AVENIDA,SALUSTIANO PUPIM,892,,JD GUARANI,15700002,SP,6597,,,,,,,,,
60003746,0001,80,1,,02,20030412,00,,,19721024,8730199,"8711502,8711505,8720499",RUA,ROBERTO SIMONSEN,430,,VILA SAO JOSE,15090120,SP,7097,,,,,,,MONTESINAI.DEC@HOTMAIL.COM,,
60003753,0001,82,1,,08,20081231,71,,,19921109,6491300,,RUA,LOURENCO PRADO,324,,CENTRO,17201000,SP,6607,,,,,,,,,
60003761,0001,29,1,HOSPITAL DE BASE,02,20031004,00,,,19700618,8610101,"8610102,8621601,8630501,8630504,8640201,8640202,8640203,8640204,8640205,8640206,8640209,8640210,8640212,8640213,8640299,8650002,8650004,8650006,8690999,8650099,8640211,4930201,7210000",AVENIDA,BRIGADEIRO FARIA LIMA,5544,,SAO PEDRO,15090000,SP,7097,,,,,,,,,
60003761,0003,90,2,BANCO DE ORGAOS,02,20031004,00,,,20030305,8640214,,AVENIDA,JAMIL FERES KFOURI,80,,JARDIM PANORAMA,15091240,SP,7097,17,2105000,,,17,2105093,contabilidade.hbase@famerp,,
60003761,0002,00,2,HEMOCENTRO DE SAO JOSE DO RIO PRETO,02,20031004,00,,,19990813,8640212,"8630504,8640202,4930201",AVENIDA,JAMIL FERES KFOURI,80,,JARDIM PANORAMA,15091240,SP,7097,17,32015017,,,017,2271277,,,
60003761,0006,33,2,POSTO DE COLETA - HLAB I,02,20121129,00,,,20121129,8640202,,AVENIDA,BADY BASSITT,4757,,CENTRO,15015700,SP,7097,17,32015193,17,32015017,17,32015033,DIRETORIA@HOSPITALDEBASE.COM.BR,,
60003761,0004,71,2,HOSPITAL DE BASE II,08,20110708,01,,,20060220,8610101,8610102,ALAMEDA,BAHIA,618,,CENTRO,15385000,SP,2943,17,32015017,,,,,,,
60003761,0022,53,2,SERVICO DE REABILITACAO LUCY MONTORO - FERNANDOPOLIS,02,20220926,00,,,20220926,8630503,"8650001,8650002,8650003,8650004,8650005,8650006,8800600,9313100",AVENIDA,MILTON TERRA VERDI,451,,JARDIM AMERICA,15607016,SP,6411,17,32015017,17,32015033,17,32015193,DIRETORIA@HOSPITALDEBASE.COM.BR,,
